citation_id,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,temperature,trait,statistic,sample_size,SE,extraction_note,nutrients_type,nutrients_concentration,water_volume_at_larva_stage,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Madder_1983,Culex,yes,not specified,not specified,Cpip,origin in Canada,40,species,Cpip,Table 6,25,0.953,mean,3 replicates a 50,0.018,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,lab,NA,unclear,"larvae were obtained from a laboratory colony that originated from Guelph, Ontario",Unclear,
Madder_1983,Culex,yes,not specified,not specified,Cpip,origin in Canada,40,species,Cpip,Table 6,30,0.74,mean,3 replicates a 50,0.023,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,lab,NA,unclear,"larvae were obtained from a laboratory colony that originated from Guelph, Ontario",Unclear,
Madder_1983,Culex,no,restuans,NA,Cres,unambigious,41,species,Cres,Table 6,15,0.933,mean,3 replicates a 50,0.099,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,field,larvae were obtained from egg rafts collected from artificial pools at Guelph University campus,NA,NA,Unclear,
Madder_1983,Culex,no,restuans,NA,Cres,unambigious,41,species,Cres,Table 6,18,0.953,mean,3 replicates a 50,0.037,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,field,larvae were obtained from egg rafts collected from artificial pools at Guelph University campus,NA,NA,Unclear,
Madder_1983,Culex,no,restuans,NA,Cres,unambigious,41,species,Cres,Table 6,20,0.993,mean,3 replicates a 50,0.007,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,field,larvae were obtained from egg rafts collected from artificial pools at Guelph University campus,NA,NA,Unclear,
Madder_1983,Culex,no,restuans,NA,Cres,unambigious,41,species,Cres,Table 6,23,0.873,mean,3 replicates a 50,0.055,22 Temperature seems to be a typo in the table (see Text),liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,field,larvae were obtained from egg rafts collected from artificial pools at Guelph University campus,NA,NA,Unclear,
Madder_1983,Culex,no,restuans,NA,Cres,unambigious,41,species,Cres,Table 6,25,0.58,mean,3 replicates a 50,0.106,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,field,larvae were obtained from egg rafts collected from artificial pools at Guelph University campus,NA,NA,Unclear,
Madder_1983,Culex,no,restuans,NA,Cres,unambigious,41,species,Cres,Table 6,30,0.607,mean,3 replicates a 50,0.147,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,field,larvae were obtained from egg rafts collected from artificial pools at Guelph University campus,NA,NA,Unclear,
Muturi_2011,Culex,no,restuans,NA,Cres,unambigious,42,NA,NA,Figure 1,20,0.728,mean,5 replicates a 30,0.048,,Tetramin fish food,0.06g in 30ml water,360ml per 30 larvae,NA,NA,field,"field-collected eggs from Urbana Champaign, IL",NA,NA,"25+-1 Degree, 70% RH, and a photoperiod of 16:8 (L:D). F4 generation was used for experiments",
Muturi_2011,Culex,no,restuans,NA,Cres,unambigious,42,NA,NA,Figure 1,25,0.709,mean,5 replicates a 30,0.057,,Tetramin fish food,0.06g in 30ml water,360ml per 30 larvae,NA,NA,field,"field-collected eggs from Urbana Champaign, IL",NA,NA,"25+-1 Degree, 70% RH, and a photoperiod of 16:8 (L:D). F4 generation was used for experiments",
Muturi_2011,Culex,no,restuans,NA,Cres,unambigious,42,NA,NA,Figure 1,30,0.542,mean,5 replicates a 30,0.031,,Tetramin fish food,0.06g in 30ml water,360ml per 30 larvae,NA,NA,field,"field-collected eggs from Urbana Champaign, IL",NA,NA,"25+-1 Degree, 70% RH, and a photoperiod of 16:8 (L:D). F4 generation was used for experiments",
Mahmood_1998,Culiseta,no,melanura,NA ,Cmel,unambigious,43,NA,NA,Table 5,10,0.06,NA,250,NA,replicates where combined at this temperature,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Mahmood_1998,Culiseta,no,melanura,NA ,Cmel,unambigious,43,NA,NA,Table 5,16,0.076,NA,250,NA,replicates where combined at this temperature,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Mahmood_1998,Culiseta,no,melanura,NA ,Cmel,unambigious,43,NA,NA,Table 5,22,0.46,mean,5 replicates a 50,0.05,,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Mahmood_1998,Culiseta,no,melanura,NA ,Cmel,unambigious,43,NA,NA,Table 5,26,0.783,mean,5 replicates a 50,0.037,,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Mahmood_1998,Culiseta,no,melanura,NA ,Cmel,unambigious,43,NA,NA,Table 5,28,0.596,mean,5 replicates a 50,0.001,,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Mahmood_1998,Culiseta,no,melanura,NA ,Cmel,unambigious,43,NA,NA,Table 5,32,0.01,mean,5 replicates a 50,0.007,,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Mahmood_1998,Culiseta,no,melanura,NA ,Cmel,unambigious,43,NA,NA,Table 5,34,0,mean,5 replicates a 50,NA,all 1st instars died in each replicate,finely ground rat chow every 2nd d at 22-34°C and every 4th d at 10-16°C,unclear,1 liter per 50 larvae,80 %,16:8,lab,NA,F13-F17 generation,originally established from field stock collected from southern New Jersey,Adults and larvae were maintained in an insectary at 24 ± 2°C under a photoperiod of 16:8 (L:D). Larvae were reared in uncovered pans containing deionized water with finely ground rat chow as food. Newly emerged adults were held in a 0.6-m3 cage and provided with 10% sucrose solution.Egg rafts were obtained from colony adults and allowed to hatch at 24 ± 2°C,
Brust_1967,Aedes,no,vexans,NA,Avex,unambigious,44,species,Avex,Table 4,5,0,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,vexans,NA,Avex,unambigious,44,species,Avex,Table 4,10,0.04,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,vexans,NA,Avex,unambigious,44,species,Avex,Table 4,15.5,0.43,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,vexans,NA,Avex,unambigious,44,species,Avex,Table 4,21,0.78,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,vexans,NA,Avex,unambigious,44,species,Avex,Table 4,26.5,0.85,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,vexans,NA,Avex,unambigious,44,species,Avex,Table 4,32,0.7,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,nigromaculis,NA,Anig,unambigious,45,species,Anig,Table 4,5,0,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,nigromaculis,NA,Anig,unambigious,45,species,Anig,Table 4,10,0,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,nigromaculis,NA,Anig,unambigious,45,species,Anig,Table 4,15.5,0.35,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,nigromaculis,NA,Anig,unambigious,45,species,Anig,Table 4,21,0.82,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,nigromaculis,NA,Anig,unambigious,45,species,Anig,Table 4,26.5,0.77,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Aedes,no,nigromaculis,NA,Anig,unambigious,45,species,Anig,Table 4,32,0.72,NA,2 populations of at least 200,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,field,"eggs collected early summer near Winnipeg, Man",NA,NA,eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Culiseta,no,inornata,NA,Cino,unambigious,46,species,Cino,Table 4,5,0,,4 populations a 150,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,lab,NA,unclear,"the original stock was collected near Winnipeg, Man",eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Culiseta,no,inornata,NA,Cino,unambigious,46,species,Cino,Table 4,10,0.36,,4 populations a 150,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,lab,NA,unclear,"the original stock was collected near Winnipeg, Man",eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Culiseta,no,inornata,NA,Cino,unambigious,46,species,Cino,Table 4,15.5,0.63,,4 populations a 150,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,lab,NA,unclear,"the original stock was collected near Winnipeg, Man",eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Culiseta,no,inornata,NA,Cino,unambigious,46,species,Cino,Table 4,21,0.65,,4 populations a 150,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,lab,NA,unclear,"the original stock was collected near Winnipeg, Man",eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Culiseta,no,inornata,NA,Cino,unambigious,46,species,Cino,Table 4,26.5,0.42,,4 populations a 150,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,lab,NA,unclear,"the original stock was collected near Winnipeg, Man",eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Brust_1967,Culiseta,no,inornata,NA,Cino,unambigious,46,species,Cino,Table 4,32,0,,4 populations a 150,NA,,dry yeast and finely ground dog food,100 mg dry yeast and 150 mg dog food per 40 larva,unclear,NA,NA,lab,NA,unclear,"the original stock was collected near Winnipeg, Man",eggs were stored on moist filter paper at 20°C until hatching was artificially induced. The hatching medium consisted of nutrient broth in tap water at a dilution of 1:200 by weight. Hatching began about 2 hours after the eggs were placed in the broth. Larvae hatching from these eggs were used for experiments,
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,47,generation,F0,Table 2,15,0.176,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,47,generation,F0,Table 2,20,0.4038,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,47,generation,F0,Table 2,23,0.4764,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,47,generation,F0,Table 2,27,0.3061,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,47,generation,F0,Table 2,30,0.1607,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,48,generation,F1,Table 2,15,0.1401,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,48,generation,F1,Table 2,20,0.3542,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,48,generation,F1,Table 2,23,0.407,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,48,generation,F1,Table 2,27,0.3999,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Gunay_2010,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,48,generation,F1,Table 2,30,0.1075,,3 replicates a 750,NA,treated generations as separate experiments,Tetramin fish food,each day with 0.04 g sinking Tetramin,1L per 750 larvae,60 %,14:10,lab,NA,F30,lab colony used in this study was previously reared in France (ISEM) but originated in California in the 1980s,"27±1°C, 60±5 RH%, and 14:10 h (L:D)",
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,49,NA,NA,Table 2,28.66,0.9113,NA,4 replicates a 50,NA,combined larva and pupa. Accepted the very small flcutuation of temperature,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,49,NA,NA,Table 2,30,0.8518,NA,4 replicates a 50,NA,combined larva and pupa.,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,49,NA,NA,Table 2,32,0.831,NA,4 replicates a 50,NA,combined larva and pupa.,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,49,NA,NA,Table 2,34,0.5283,NA,4 replicates a 50,NA,combined larva and pupa.,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Olayemi_2016,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,50,NA,NA,Table 1,28,0.68,NA,8 replicates a 100,NA,combined larva and pupa. Accepted the very small flcutuation of temperature,fish food,unclear,100ml per 10 larvae,NA,NA,lab,NA,F12,"from a colony raised in the Laboratory of the Department of Biological Sciences, Federal University of Technology, Minna, Nigeria ",Unclear,
Olayemi_2016,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,50,NA,NA,Table 1,30,0.3264,NA,8 replicates a 100,NA,combined larva and pupa.,fish food,unclear,100ml per 10 larvae,NA,NA,lab,NA,F12,"from a colony raised in the Laboratory of the Department of Biological Sciences, Federal University of Technology, Minna, Nigeria ",Unclear,
Olayemi_2016,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,50,NA,NA,Table 1,32,0.1267,NA,8 replicates a 100,NA,combined larva and pupa.,fish food,unclear,100ml per 10 larvae,NA,NA,lab,NA,F12,"from a colony raised in the Laboratory of the Department of Biological Sciences, Federal University of Technology, Minna, Nigeria ",Unclear,
Olayemi_2016,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,50,NA,NA,Table 1,34,0.0015,NA,8 replicates a 100,NA,combined larva and pupa.,fish food,unclear,100ml per 10 larvae,NA,NA,lab,NA,F12,"from a colony raised in the Laboratory of the Department of Biological Sciences, Federal University of Technology, Minna, Nigeria ",Unclear,
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,51,NA,NA,Figure 2C,20,0.7515,NA,4 replicates a 20,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,51,NA,NA,Figure 2C,25,0.9039,NA,4 replicates a 20,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,51,NA,NA,Figure 2C,30,0.7797,NA,4 replicates a 20,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,52,population,Albany,Figure 2A,22,0.8737,NA,95,,,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,52,population,Albany,Figure 2A,25,0.88,,100,,,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,52,population,Albany,Figure 2A,28,0.3636,,88,,,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
