citation_id,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,temperature,trait,statistic,SD,SE,extraction_note,nutrients_type,nutrients_concentration,water_volume_at_larva_stage,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,40,NA,NA,Table 1,30,7.98,mean,0.14,NA,,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,40,NA,NA,Table 1,32,7.62,mean,0.19,NA,,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Ukubuiwe_2018,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,40,NA,NA,Table 1,34,6.43,mean,0.11,NA,,fish food ,every other day 0.32mg/100 larvae,50 larvae per bowl,NA,NA,lab,NA,unclear,"Freshly laid egg rafts of Culex quinquefasciatus were obtained from the Insectary unit of the Department of Animal Biology, Federal University of Technology, Minna",Unclear,
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,41,NA,NA,Figure 4B,20,13.66,median,NA,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,41,NA,NA,Figure 4B,25,6.12,median,NA,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Boerlijst_2022,Culex,yes,not specified,not specified,Cpip,not specified likely pipiens since collected in Netherlands but ecotype unclear,41,NA,NA,Figure 4B,30,6.09,median,NA,NA,extracted data from the 20mg/L N-total setting to minimize effect of competition,dry cow manure ,20mg/L N-total,30l per 20 larvae,NA,NA,field,egg rafts were collected during the four days prior to the start of an experiment from naturally colonized black plastic buckets at the Living lab field station ,F0,NA,The larvae were subsequently allowed to hatch in white 12 l mesocosms con- taining 10 l of lake water where they were kept at ambient temperature until the start of the experiment.,Mesocosm experiment
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,42,population,Albany,Figure 2C,22,10.39,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,42,population,Albany,Figure 2C,25,8.67,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,10.3-11.5% molestus introgression,42,population,Albany,Figure 2C,28,8.56,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Albany, NY in 2021 (42.65379 N,73.76233 W)",F2,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,38.7-47% molestus introgression,43,population,Suffolk,Figure 2C,22,13.27,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Yaphank, NY in 2020 (40.82987 N,72.91851 W)",F3,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,38.7-47% molestus introgression,43,population,Suffolk,Figure 2C,25,11.47,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Yaphank, NY in 2020 (40.82987 N,72.91851 W)",F3,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
Fay_2024,Culex,yes,not specified,not specified,Cpip,38.7-47% molestus introgression,43,population,Suffolk,Figure 2C,28,8.98,,,,SE ccould be calculated from raw data shared in article,ground koi food ,"every other day 60 mg first and second instar, 80 mg third instar, and 100 mg fourth instar",50 larvae per 250ml,NA,16:8,field,"collected in Yaphank, NY in 2020 (40.82987 N,72.91851 W)",F3,NA,"Fieldpopulations were maintained at the NYS Arbovirus Laboratory in an 18-24 inch2 cage in an incubator at constant temperature of 25C with a relative hu- midity of 45-85%, photoperiod of 16:8 (L:D) and a grow light at dawn and dusk.",
